Source File,ENTITY1,RELATIONSHIP_NAME,ENTITY2,FOREIGN_KEY,REFERENCED_KEY,CARDINALITY_RULE,RELATIONSHIP_LINK,CARDINALITY_RULE_DESCRIPTION,,,,,,
Logical_02200_Transaction Macro View.csv,FulfillmentAcknowledgmentLineItem,contains,FulfillmentAcknowledgmentTransaction,FulfillmentAcknowledgmentLineItem.FulfillmentAcknowledgmentTransactionID,FulfillmentAcknowledgmentTransaction.TransactionID,many-to-one,FulfillmentAcknowledgmentLineItem->contains->FulfillmentAcknowledgmentTransaction,FulfillmentAcknowledgmentLineItem->many-to-one->FulfillmentAcknowledgmentTransaction,,,,,,
Logical_02600_Inventory Control Transaction View.csv,FulfillmentAcknowledgmentTransaction,contains,FulfillmentAcknowledgementLineItem,FulfillmentAcknowledgementLineItem.InventoryControl,FulfillmentAcknowledgmentTransaction.TransactionID,one-to-zero-or-many,FulfillmentAcknowledgmentTransaction->contains->FulfillmentAcknowledgementLineItem,FulfillmentAcknowledgmentTransaction->one-to-zero-or-many->FulfillmentAcknowledgementLineItem,,,,,,
Logical_02600_Inventory Control Transaction View.csv,FulfillmentAcknowledgmentTransaction,is_a,InventoryControlTransaction,FulfillmentAcknowledgmentTransaction.TransactionID,InventoryControlTransaction.TransactionID,one-to-one,FulfillmentAcknowledgmentTransaction->is_a->InventoryControlTransaction,FulfillmentAcknowledgmentTransaction->one-to-one->InventoryControlTransaction,,,,,,
Logical_02316_Distributed Order Management View.csv,FulfilmentAcknowledgementLineItem,contains,FulfilmentAcknowledgementTransaction,FulfilmentAcknowledgementLineItem.TransactionID,FulfilmentAcknowledgementTransaction.TransactionID,many-to-one,FulfilmentAcknowledgementLineItem->contains->FulfilmentAcknowledgementTransaction,FulfilmentAcknowledgementLineItem->many-to-one->FulfilmentAcknowledgementTransaction,,,,,,
Logical_02316_Distributed Order Management View.csv,FulfilmentAcknowledgementLineItem,holds in,ICDLineItem,FulfilmentAcknowledgementLineItem.InventoryControlDocumentLineItemSequenceNumber,ICDLineItem.ICDLineItemSequenceNumber,many-to-one,FulfilmentAcknowledgementLineItem->holds in->ICDLineItem,FulfilmentAcknowledgementLineItem->many-to-one->ICDLineItem,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,FunctionCode,defines,InventoryLocation,InventoryLocation.FunctionCode,FunctionCode.FunctionCode,one-to-many,FunctionCode->defines->InventoryLocation,FunctionCode->one-to-zero-or-more->InventoryLocation,,,,,,
Logical_11120_Worker Job Definition View.csv,FunctionCode,has,Location,FunctionCode.LocationID,Location.LocationID,many-to-zero-or-one,FunctionCode->has->Location,FunctionCode->many-to-zero-or-one->Location,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,FunctionCode,defines,LocationLevel,LocationLevel.FunctionCode,FunctionCode.FunctionCode,one-to-many,FunctionCode->defines->LocationLevel,FunctionCode->one-to-zero-or-more->LocationLevel,,,,,,
Logical_02500_Tender Control Transaction Macro View.csv,FundsReceiptTransaction,classifies,DisbursementFundsReceiptReason,FundsReceiptTransaction.DisbursementFundsReceiptReasonCode,DisbursementFundsReceiptReason.DisbursementFundsReceiptReasonCode,one-or-many-to-one,FundsReceiptTransaction->classifies->DisbursementFundsReceiptReason,FundsReceiptTransaction->one-or-many-to-one->DisbursementFundsReceiptReason,,,,,,
Logical_04200_Financial Ledger Tender Control Transaction View.csv,FundsReceiptTransaction,classifies,DisbursementFundsReceiptReason,FundsReceiptTransaction.DisbursementReceiptReasonCode,DisbursementFundsReceiptReason.DisbursementReceiptReasonCode,many-to-one,FundsReceiptTransaction->classifies->DisbursementFundsReceiptReason,FundsReceiptTransaction->many-to-one->DisbursementFundsReceiptReason,,,,,,
Logical_02500_Tender Control Transaction Macro View.csv,FundsReceiptTransaction,inherits,TenderControlTransaction,FundsReceiptTransaction.TransactionID,TenderControlTransaction.TransactionID,one-to-one,FundsReceiptTransaction->inherits->TenderControlTransaction,FundsReceiptTransaction->one-to-one->TenderControlTransaction,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,FundsReceiptTransaction,receives tender via,Till,FundsReceiptTransaction.TillID,Till.TillID,many-to-one,FundsReceiptTransaction->receives tender via->Till,FundsReceiptTransaction->many-to-one->Till,,,,,,
Logical_04200_Financial Ledger Tender Control Transaction View.csv,FundsReceiptTransaction,receives tender via,Till,FundsReceiptTransaction.TillID,Till.TillID,many-to-one,FundsReceiptTransaction->receives tender via->Till,FundsReceiptTransaction->many-to-one->Till,,,,,,
Logical_02340_Retail Transaction Shipping View.csv,GeographicalLocationAddress,is used at,Address,GeographicalLocationAddress.AddressID,Address.AddressID,many-to-one,GeographicalLocationAddress->is used at->Address,GeographicalLocationAddress->many-to-one->Address,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicalLocationCoordinate,is located at,GeophysicalLocation,GeophysicalLocation.GeographicalLocationCoordinateID,GeographicalLocationCoordinate.GeographicalLocationCoordinateID,one-to-zero-or-many,GeographicalLocationCoordinate->is located at->GeophysicalLocation,GeographicalLocationCoordinate->one-to-zero-or-many->GeophysicalLocation,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicalLocationCoordinate,is located at,GeophysicalLocationAddress,GeophysicalLocationAddress.GeographicalLocationCoordinateID,GeographicalLocationCoordinate.GeographicalLocationCoordinateID,one-to-zero-or-many,GeographicalLocationCoordinate->is located at->GeophysicalLocationAddress,GeographicalLocationCoordinate->one-to-zero-or-many->GeophysicalLocationAddress,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicalLocationCoordinateSystem,defines,GeographicalLocationCoordinate,GeographicalLocationCoordinate.GeophysicalCoordinateSystemTypeCode,GeographicalLocationCoordinateSystem.GeophysicalCoordinateSystemTypeCode,one-to-zero-or-many,GeographicalLocationCoordinateSystem->defines->GeographicalLocationCoordinate,GeographicalLocationCoordinateSystem->one-to-zero-or-many->GeographicalLocationCoordinate,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,GeographicalSegmentStatisticsArea,is close to,GeographicSegmentClassifier,GeographicalSegmentStatisticsArea.GeographicSegmentID,GeographicSegmentClassifier.GeographicSegmentID,many-to-one,GeographicalSegmentStatisticsArea->is close to->GeographicSegmentClassifier,GeographicalSegmentStatisticsArea->many-to-one->GeographicSegmentClassifier,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicalStatisticalArea,is part of,GeographicalStatisticalArea,GeographicalStatisticalArea.ParentGeographicalStatisticalAreaID,GeographicalStatisticalArea.GeographicalStatisticalAreaID,one-to-zero-or-many,GeographicalStatisticalArea->is part of->GeographicalStatisticalArea,GeographicalStatisticalArea->one-to-zero-or-many->GeographicalStatisticalArea,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicalStatisticalArea,defines area for,GeographicSegmentStatisticalArea,GeographicSegmentStatisticalArea.GeographicalStatisticalAreaID,GeographicalStatisticalArea.GeographicalStatisticalAreaID,one-to-zero-or-many,GeographicalStatisticalArea->defines area for->GeographicSegmentStatisticalArea,GeographicalStatisticalArea->one-to-zero-or-many->GeographicSegmentStatisticalArea,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicalStatisticalAreaType,categorizes,GeographicalStatisticalArea,GeographicalStatisticalArea.GeographicalStatisticalAreaTypeCode,GeographicalStatisticalAreaType.GeographicalStatisticalAreaTypeCode,one-to-zero-or-many,GeographicalStatisticalAreaType->categorizes->GeographicalStatisticalArea,GeographicalStatisticalAreaType->one-to-zero-or-many->GeographicalStatisticalArea,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegment,is a child of,AssociatedGeographicSegmentHierarchyGroup,AssociatedGeographicSegmentHierarchyGroup.Child GeographicSegmentHierarchyGroupID,GeographicSegment.GeographicSegmentID,one-to-zero-or-many,GeographicSegment->is a child of->AssociatedGeographicSegmentHierarchyGroup,GeographicSegment->one-to-zero-or-many->AssociatedGeographicSegmentHierarchyGroup,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegment,is a part of,GeographicSegment_ISO3166-2CountrySubdivision,GeographicSegment_ISO3166-2CountrySubdivision.GeographicSegmentID,GeographicSegment.GeographicSegmentID,one-to-zero-or-many,GeographicSegment->is a part of->GeographicSegment_ISO3166-2CountrySubdivision,GeographicSegment->one-to-zero-or-many->GeographicSegment_ISO3166-2CountrySubdivision,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegment,defines aggregation group for,GeographicSegmentPostalCode,GeographicSegmentPostalCode.GeographicSegmentID,GeographicSegment.GeographicSegmentID,one-to-zero-or-many,GeographicSegment->defines aggregation group for->GeographicSegmentPostalCode,GeographicSegment->one-to-zero-or-many->GeographicSegmentPostalCode,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegment,defines aggregation group for,GeographicSegmentStatisticalArea,GeographicSegmentStatisticalArea.GeographicSegmentID,GeographicSegment.GeographicSegmentID,one-to-zero-or-many,GeographicSegment->defines aggregation group for->GeographicSegmentStatisticalArea,GeographicSegment->one-to-zero-or-many->GeographicSegmentStatisticalArea,,,,,,
Logical_06320_Party Address and Contact View.csv,GeographicSegment,is a,ISO3166-2CountrySubDivision,GeographicSegment.ISO3166-2CountrySubDivisionID,ISO3166-2CountrySubDivision.ISO3166-2CountrySubDivisionID,many-to-one,GeographicSegment->is a->ISO3166-2CountrySubDivision,GeographicSegment->many-to-one->ISO3166-2CountrySubDivision,,,,,,
Logical_06320_Party Address and Contact View.csv,GeographicSegment,is a,ITUCountrySubDivision,GeographicSegment.ITUCountrySubDivisionID,ITUCountrySubDivision.ITUCountrySubDivisionID,many-to-one,GeographicSegment->is a->ITUCountrySubDivision,GeographicSegment->many-to-one->ITUCountrySubDivision,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegment,characterizes,KeyCustomerGeographicSegment,KeyCustomerGeographicSegment.GeographicSegmentID,GeographicSegment.GeographicSegmentID,one-to-zero-or-many,GeographicSegment->characterizes->KeyCustomerGeographicSegment,GeographicSegment->one-to-zero-or-many->KeyCustomerGeographicSegment,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,GeographicSegmentClassifier,is part of,DesignatedGeographicSegment,DesignatedGeographicSegment.GeographicSegmentID,GeographicSegmentClassifier.GeographicSegmentID,one-to-one,GeographicSegmentClassifier->is part of->DesignatedGeographicSegment,GeographicSegmentClassifier->one-to-one->DesignatedGeographicSegment,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,GeographicSegmentClassifier,identifies,GeographicSegment_ISO3166-2CountrySubdivision,GeographicSegment_ISO3166-2CountrySubdivision.GeographicSegmentID,GeographicSegmentClassifier.GeographicSegmentID,one-to-one,GeographicSegmentClassifier->identifies->GeographicSegment_ISO3166-2CountrySubdivision,GeographicSegmentClassifier->one-to-one->GeographicSegment_ISO3166-2CountrySubdivision,,,,,,
Logical_05100_Taxation Rule View.csv,GeographicSegmentHierarchy,defines hierarchy for,AssociatedGeographicSegmentHierarchyGroup,AssociatedGeographicSegmentHierarchyGroup.GeographicSegmentHierarchyID,GeographicSegmentHierarchy.GeographicSegmentHierarchyID,one-to-many,GeographicSegmentHierarchy->defines hierarchy for->AssociatedGeographicSegmentHierarchyGroup,GeographicSegmentHierarchy->one-to-many->AssociatedGeographicSegmentHierarchyGroup,,,,,,
Logical_05100_Taxation Rule View.csv,GeographicSegmentHierarchyGroup,is a child of,AssociatedGeographicSegmentHierarchyGroup,AssociatedGeographicSegmentHierarchyGroup.ChildID,GeographicSegmentHierarchyGroup.GeographicSegmentHierarchyGroupID,one-to-many,GeographicSegmentHierarchyGroup->is a child of->AssociatedGeographicSegmentHierarchyGroup,GeographicSegmentHierarchyGroup->one-to-many->AssociatedGeographicSegmentHierarchyGroup,,,,,,
Logical_05100_Taxation Rule View.csv,GeographicSegmentHierarchyGroup,is a parent of,AssociatedGeographicSegmentHierarchyGroup,AssociatedGeographicSegmentHierarchyGroup.ParentID,GeographicSegmentHierarchyGroup.GeographicSegmentHierarchyGroupID,one-to-many,GeographicSegmentHierarchyGroup->is a parent of->AssociatedGeographicSegmentHierarchyGroup,GeographicSegmentHierarchyGroup->one-to-many->AssociatedGeographicSegmentHierarchyGroup,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegmentHierarchyGroup,is a parent of,AssociatedGeographicSegmentHierarchyGroup,AssociatedGeographicSegmentHierarchyGroup.Parent GeographicSegmentHierarchyGroupID,GeographicSegmentHierarchyGroup.GeographicSegmentHierarchyGroupID,one-to-zero-or-many,GeographicSegmentHierarchyGroup->is a parent of->AssociatedGeographicSegmentHierarchyGroup,GeographicSegmentHierarchyGroup->one-to-zero-or-many->AssociatedGeographicSegmentHierarchyGroup,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegmentHierarchyGroup,defines level for,GeographicSegmentHierarchyLevel,GeographicSegmentHierarchyLevel.GeographicSegmentHierarchyGroupID,GeographicSegmentHierarchyGroup.GeographicSegmentHierarchyGroupID,one-to-zero-or-many,GeographicSegmentHierarchyGroup->defines level for->GeographicSegmentHierarchyLevel,GeographicSegmentHierarchyGroup->one-to-zero-or-many->GeographicSegmentHierarchyLevel,,,,,,
Logical_05100_Taxation Rule View.csv,GeographicSegmentHierarchyLevel,defines level for,AssociatedGeographicSegmentHierarchyGroup,AssociatedGeographicSegmentHierarchyGroup.HierarchyLevelNumber,GeographicSegmentHierarchyLevel.HierarchyLevelNumber,one-to-many,GeographicSegmentHierarchyLevel->defines level for->AssociatedGeographicSegmentHierarchyGroup,GeographicSegmentHierarchyLevel->one-to-many->AssociatedGeographicSegmentHierarchyGroup,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeographicSegmentHierarchyLevel,defines level of,GeographicSegment,GeographicSegment.GeographicSegmentHierarchyGroupID, GeographicSegment.HierarchyLevelNumber,GeographicSegmentHierarchyLevel.GeographicSegmentHierarchyGroupID, GeographicSegmentHierarchyLevel.HierarchyLevelNumber,one-to-zero-or-many,GeographicSegmentHierarchyLevel->defines level of->GeographicSegment,GeographicSegmentHierarchyLevel->one-to-zero-or-many->GeographicSegment,,,,
Logical_10108_Enterprise Physical Locations View.csv,GeographicSegmentHierarchyLevel,defines hierarchy for,GeographicSegmentHierarchy,GeographicSegmentHierarchyLevel.GeographicSegmentHierarchyID,GeographicSegmentHierarchy.GeographicSegmentHierarchyID,many-to-one,GeographicSegmentHierarchyLevel->defines hierarchy for->GeographicSegmentHierarchy,GeographicSegmentHierarchyLevel->many-to-one->GeographicSegmentHierarchy,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,GeographicSegmentHierarchyLevel,is part of,GeographicSegmentHierarchyLevel,GeographicSegmentHierarchyLevel.Parent.GeographicSegmentHierarchyID,GeographicSegmentHierarchyLevel.GeographicSegmentHierarchyID,zero-or-one-to-many,GeographicSegmentHierarchyLevel->is part of->GeographicSegmentHierarchyLevel,GeographicSegmentHierarchyLevel->zero-or-one-to-zero-or-more->GeographicSegmentHierarchyLevel,,,,,,
Logical_10100_Enterprise Locations Macro View.csv,GeophysicalCoordinateSystem,defines,GeophysicalLocationCoordinate,GeophysicalLocationCoordinate.GeophysicalCoordinateSystemTypeCode,GeophysicalCoordinateSystem.GeophysicalCoordinateSystemTypeCode,one-to-many,GeophysicalCoordinateSystem->defines->GeophysicalLocationCoordinate,GeophysicalCoordinateSystem->one-to-many->GeophysicalLocationCoordinate,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,GeophysicalCoordinateSystem,defines,GeophysicalLocationCoordinate,GeophysicalLocationCoordinate.GeophysicalCoordinateSystemType,GeophysicalCoordinateSystem.GeophysicalCoordinateSystemType,one-to-many,GeophysicalCoordinateSystem->defines->GeophysicalLocationCoordinate,GeophysicalCoordinateSystem->one-to-zero-or-more->GeophysicalLocationCoordinate,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,GeophysicalLocation,authorizes,CustomerPlaceUsageType,CustomerPlaceUsageType.GeophysicalLocationID,GeophysicalLocation.GeophysicalLocationID,one-to-many,GeophysicalLocation->authorizes->CustomerPlaceUsageType,GeophysicalLocation->one-to-zero-or-more->CustomerPlaceUsageType,,,,,,
Logical_05100_Taxation Rule View.csv,GeophysicalLocation,defines coordinates of,GeophysicalLocationCoordinate,GeophysicalLocationCoordinate.GeophysicalLocationID,GeophysicalLocation.GeophysicalLocationID,one-to-many,GeophysicalLocation->defines coordinates of->GeophysicalLocationCoordinate,GeophysicalLocation->one-to-many->GeophysicalLocationCoordinate,,,,,,
Logical_10100_Enterprise Locations Macro View.csv,GeophysicalLocation,defines coordinates of,GeophysicalLocationCoordinate,GeophysicalLocation.GeophysicalLocationCoordinateID,GeophysicalLocationCoordinate.GeophysicalLocationCoordinateID,many-to-one,GeophysicalLocation->defines coordinates of->GeophysicalLocationCoordinate,GeophysicalLocation->many-to-one->GeophysicalLocationCoordinate,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,GeophysicalLocation,validates,KeyCustomerGeographicSegment,KeyCustomerGeographicSegment.GeophysicalLocationID,GeophysicalLocation.GeophysicalLocationID,one-to-zero-or-many,GeophysicalLocation->validates->KeyCustomerGeographicSegment,GeophysicalLocation->one-to-zero-or-many->KeyCustomerGeographicSegment,,,,,,
